sgRNA,Gene,HL60.initial,KBM7.initial,HL60.final,KBM7.final
TMEM154_m153574040,TMEM154,981,581,1843,1099
TMEM154_m153574070,TMEM154,90,36,655,766
TMEM154_m153601024,TMEM154,194,224,675,704
TMEM154_m153601029,TMEM154,740,284,1248,886
TMEM154_m153601051,TMEM154,86,122,214,423
TMEM154_p153573963,TMEM154,624,260,1603,3204
TMEM154_p153573985,TMEM154,1270,1585,4063,3843
TMEM154_p153574003,TMEM154,687,493,2436,2342
TMEM154_p153601031,TMEM154,998,944,2322,2221
TMEM154_p153601042,TMEM154,626,858,2740,2479
TMEM170B_m11538538,TMEM170B,372,246,387,954
TMEM170B_m11538548,TMEM170B,475,681,1368,1920
TMEM170B_m11538602,TMEM170B,394,292,437,752
TMEM170B_p11538530,TMEM170B,1226,678,1838,2922
TMEM170B_p11538553,TMEM170B,492,574,633,1168
TMEM170B_p11538561,TMEM170B,143,103,305,336
TMEM170B_p11538566,TMEM170B,399,219,80,93
TMEM170B_p11538574,TMEM170B,838,396,828,875
TMEM170B_p11538584,TMEM170B,843,461,1864,1571
TMEM170B_p11565889,TMEM170B,130,270,261,261
TMEM173_m138861150,TMEM173,348,427,838,2342
TMEM173_m138861189,TMEM173,415,467,520,729
TMEM173_m138861201,TMEM173,956,257,1129,1541
TMEM173_m138861249,TMEM173,226,118,361,247
TMEM173_p138861129,TMEM173,513,534,1140,1662
TMEM173_p138861135,TMEM173,1110,691,2660,2418
TMEM173_p138861152,TMEM173,883,850,1750,1854
TMEM173_p138861213,TMEM173,735,596,1609,2252
TMEM173_p138861252,TMEM173,1392,1104,3231,3205
TMEM173_p138861261,TMEM173,507,646,977,2597
TMEM180_m104228805,TMEM180,486,602,1815,2345
TMEM180_m104228811,TMEM180,1135,1299,2621,3252
TMEM180_m104228850,TMEM180,458,608,608,314
TMEM180_m104228865,TMEM180,390,236,296,2104
TMEM180_m104228872,TMEM180,698,775,1725,2317
TMEM180_m104228887,TMEM180,487,186,403,578
TMEM180_p104228815,TMEM180,597,370,1536,1007
TMEM180_p104228822,TMEM180,254,344,1323,1430
TMEM180_p104228830,TMEM180,410,347,461,1382
TMEM180_p104228878,TMEM180,309,349,584,477
TMEM192_m166024205,TMEM192,233,201,628,1120
TMEM192_m166033917,TMEM192,522,247,297,885
TMEM192_p166024133,TMEM192,613,925,2313,1412
TMEM192_p166024160,TMEM192,469,369,977,432
TMEM192_p166024165,TMEM192,908,722,1295,1443
TMEM192_p166024175,TMEM192,369,517,2494,1394
TMEM192_p166024189,TMEM192,773,697,3297,1666
TMEM192_p166024208,TMEM192,66,34,287,195
TMEM192_p166024221,TMEM192,175,255,885,396
TMEM192_p166024229,TMEM192,473,295,537,1304
TMEM194A_m57472403,TMEM194A,348,384,790,773
TMEM194A_m57472409,TMEM194A,0,80,293,397
TMEM194A_m57472416,TMEM194A,117,252,516,575
TMEM194A_m57472424,TMEM194A,0,41,112,218
TMEM194A_m57472476,TMEM194A,122,99,396,369
TMEM194A_m57472483,TMEM194A,188,157,591,707
TMEM194A_m57472490,TMEM194A,1366,1113,4372,4248
TMEM194A_m57472497,TMEM194A,739,544,2072,1047
TMEM194A_m57472506,TMEM194A,403,655,163,26
TMEM194A_m57472520,TMEM194A,159,152,267,548
TMEM200B_m29448118,TMEM200B,733,648,1109,2439
TMEM200B_m29448125,TMEM200B,999,767,2061,3254
TMEM200B_m29448140,TMEM200B,533,209,757,976
TMEM200B_m29448185,TMEM200B,270,210,1143,1077
TMEM200B_m29448208,TMEM200B,511,460,1150,2429
TMEM200B_m29448213,TMEM200B,254,132,703,497
TMEM200B_m29448260,TMEM200B,142,154,336,694
TMEM200B_m29448272,TMEM200B,537,177,171,1019
TMEM200B_m29448331,TMEM200B,244,301,654,622
TMEM200B_p29448264,TMEM200B,1275,1422,2446,3230
TMEM200C_m5892019,TMEM200C,453,507,833,1757
TMEM200C_m5892038,TMEM200C,107,179,476,853
TMEM200C_m5892051,TMEM200C,755,700,1582,1984
TMEM200C_p5891966,TMEM200C,227,67,211,808
TMEM200C_p5891974,TMEM200C,567,236,951,2139
TMEM200C_p5891979,TMEM200C,642,641,1651,3612
TMEM200C_p5892005,TMEM200C,515,463,1193,1298
TMEM200C_p5892022,TMEM200C,263,300,1050,1232
TMEM200C_p5892029,TMEM200C,641,375,618,1209
TMEM200C_p5892041,TMEM200C,1408,558,2011,2248
TMEM204_m1584283,TMEM204,226,249,642,579
TMEM204_m1584301,TMEM204,214,179,451,745
TMEM204_m1584307,TMEM204,862,1480,2545,2480
TMEM204_m1584319,TMEM204,712,626,1208,1261
TMEM204_m1584335,TMEM204,259,372,743,1073
TMEM204_m1584352,TMEM204,412,417,442,932
TMEM204_p1584275,TMEM204,940,794,1526,2472
TMEM204_p1584290,TMEM204,514,350,967,1773
TMEM204_p1584323,TMEM204,830,537,2728,2524
TMEM204_p1584343,TMEM204,145,76,764,281
TMEM219_m29974464,TMEM219,362,99,1024,740
TMEM219_m29974478,TMEM219,616,472,2113,2727
TMEM219_m29974493,TMEM219,486,259,1103,1382
TMEM219_m29974499,TMEM219,484,745,728,739
TMEM219_m29974514,TMEM219,551,493,1082,1588
TMEM219_m29974521,TMEM219,500,351,1037,621
TMEM219_m29974534,TMEM219,575,364,2215,1309
TMEM219_m29974544,TMEM219,626,843,2613,2272
TMEM219_p29974484,TMEM219,951,1094,1642,3215
TMEM219_p29974502,TMEM219,839,389,954,1602
TMEM237_m202498067,TMEM237,654,448,971,669
TMEM237_m202501515,TMEM237,333,295,620,991
TMEM237_m202501556,TMEM237,780,343,917,669
TMEM237_m202501567,TMEM237,801,795,1871,2999
TMEM237_m202501574,TMEM237,1035,699,2081,2722
TMEM237_m202501592,TMEM237,1187,937,1816,2369
TMEM237_m202505617,TMEM237,187,202,302,133
TMEM237_p202501523,TMEM237,162,120,226,731
TMEM237_p202501540,TMEM237,686,985,3784,3068
TMEM237_p202505621,TMEM237,421,434,762,1261
TMEM246_m104239262,TMEM246,536,699,1805,3269
TMEM246_m104239280,TMEM246,174,200,631,668
TMEM246_m104239316,TMEM246,142,130,259,528
TMEM246_m104239335,TMEM246,222,282,584,601
TMEM246_p104239232,TMEM246,284,335,593,1135
TMEM246_p104239265,TMEM246,197,392,948,1338
TMEM246_p104239319,TMEM246,148,121,783,916
TMEM246_p104239326,TMEM246,249,159,278,117
TMEM246_p104239338,TMEM246,668,740,1864,1402
TMEM246_p104239355,TMEM246,782,486,1017,921
TMEM249_m145578367,TMEM249,245,286,595,432
TMEM249_m145578410,TMEM249,540,433,1046,942
TMEM249_m145578415,TMEM249,661,478,1136,805
TMEM249_m145578420,TMEM249,690,653,1662,2499
TMEM249_p145578370,TMEM249,4,15,37,54
TMEM249_p145578376,TMEM249,685,259,898,1003
TMEM249_p145578381,TMEM249,717,413,1405,1369
TMEM249_p145578388,TMEM249,1670,1138,1726,1672
TMEM249_p145578393,TMEM249,957,720,1682,1634
TMEM249_p145578401,TMEM249,54,50,553,236
TMEM251_m93651762,TMEM251,862,279,650,852
TMEM251_m93652795,TMEM251,419,540,1546,2712
TMEM251_m93652877,TMEM251,455,221,818,599
TMEM251_m93652928,TMEM251,111,131,592,904
TMEM251_p93652622,TMEM251,311,309,677,228
TMEM251_p93652627,TMEM251,435,544,889,1230
TMEM251_p93652632,TMEM251,261,566,492,962
TMEM251_p93652637,TMEM251,651,454,284,107
TMEM251_p93652739,TMEM251,581,442,798,644
TMEM251_p93652916,TMEM251,538,672,1491,2146
TMEM259_m1020824,TMEM259,57,225,400,466
TMEM259_m1020966,TMEM259,598,420,1097,1483
TMEM259_m1020982,TMEM259,268,312,619,942
TMEM259_p1020778,TMEM259,423,465,1034,693
TMEM259_p1020785,TMEM259,542,237,464,699
TMEM259_p1020792,TMEM259,261,201,355,438
TMEM259_p1020809,TMEM259,273,163,225,144
TMEM259_p1020838,TMEM259,358,458,1265,541
TMEM259_p1020847,TMEM259,808,487,1214,985
TMEM259_p1020865,TMEM259,518,512,1103,742
TMEM26_m63212745,TMEM26,669,576,1726,1435
TMEM26_m63212773,TMEM26,767,783,1686,1805
TMEM26_m63212778,TMEM26,279,455,591,1721
TMEM26_m63212811,TMEM26,398,435,1690,1409
TMEM26_m63212829,TMEM26,809,449,1262,2529
TMEM26_m63212834,TMEM26,54,10,156,468
TMEM26_p63212734,TMEM26,0,10,0,56
TMEM26_p63212785,TMEM26,686,825,2032,1793
TMEM26_p63212790,TMEM26,1368,1163,3311,3359
TMEM26_p63212799,TMEM26,752,722,2443,3543
TMEM39B_m32540568,TMEM39B,764,438,1174,1449
TMEM39B_m32540595,TMEM39B,290,188,458,716
TMEM39B_m32540644,TMEM39B,555,389,493,1387
TMEM39B_m32540659,TMEM39B,187,299,1308,662
TMEM39B_m32540671,TMEM39B,495,402,721,1392
TMEM39B_p32540551,TMEM39B,927,1077,2677,3618
TMEM39B_p32540585,TMEM39B,88,89,325,444
TMEM39B_p32540630,TMEM39B,1226,692,2403,2683
TMEM39B_p32541192,TMEM39B,1021,883,3338,3204
TMEM39B_p32541198,TMEM39B,395,487,1014,1061
TMEM41A_m185216636,TMEM41A,930,530,455,681
TMEM41A_m185216643,TMEM41A,119,230,491,924
TMEM41A_m185216714,TMEM41A,247,121,259,388
TMEM41A_m185216735,TMEM41A,467,315,1684,987
TMEM41A_p185216649,TMEM41A,286,203,387,865
TMEM41A_p185216677,TMEM41A,1147,904,1069,2922
TMEM41A_p185216683,TMEM41A,1070,1036,2039,3336
TMEM41A_p185216692,TMEM41A,1031,764,1023,1945
TMEM41A_p185216706,TMEM41A,443,455,386,1260
TMEM41A_p185216720,TMEM41A,1420,783,954,2247
TMEM48_m54298207,TMEM48,341,59,26,770
TMEM48_m54301182,TMEM48,360,242,298,481
TMEM48_m54301260,TMEM48,351,201,210,365
TMEM48_m54303883,TMEM48,1271,726,440,608
TMEM48_m54303927,TMEM48,588,343,810,915
TMEM48_p54298198,TMEM48,52,466,307,1134
TMEM48_p54298228,TMEM48,600,418,1295,1232
TMEM48_p54301168,TMEM48,140,136,201,483
TMEM48_p54301218,TMEM48,370,198,804,797
TMEM48_p54303913,TMEM48,372,165,665,829
TMEM56_m95609565,TMEM56,298,273,457,470
TMEM56_m95614268,TMEM56,837,1106,2575,2536
TMEM56_m95614275,TMEM56,403,245,823,1124
TMEM56_m95614342,TMEM56,1147,608,2433,2557
TMEM56_m95615814,TMEM56,993,477,988,1937
TMEM56_m95616952,TMEM56,716,646,1510,1183
TMEM56_m95616968,TMEM56,597,407,509,2088
TMEM56_p95614260,TMEM56,627,626,1200,1684
TMEM56_p95615785,TMEM56,460,43,753,1365
TMEM56_p95615800,TMEM56,220,210,638,642
TMEM86A_m18720444,TMEM86A,181,271,785,944
TMEM86A_m18722478,TMEM86A,395,280,1228,1108
TMEM86A_m18722497,TMEM86A,701,376,1883,1885
TMEM86A_m18722509,TMEM86A,217,227,624,657
TMEM86A_m18722562,TMEM86A,624,550,1724,2033
TMEM86A_m18722579,TMEM86A,819,627,2625,2381
TMEM86A_p18722470,TMEM86A,828,336,2267,1043
TMEM86A_p18722481,TMEM86A,574,410,989,1774
TMEM86A_p18722546,TMEM86A,611,546,961,1276
TMEM86A_p18722588,TMEM86A,108,155,452,267
TMEM87A_m42565454,TMEM87A,1662,1598,3899,4400
TMEM87A_m42565473,TMEM87A,308,381,675,927
TMEM87A_m42565482,TMEM87A,657,415,1409,1433
TMEM87A_m42565574,TMEM87A,347,496,1603,1640
TMEM87A_m42565581,TMEM87A,592,796,1618,2561
TMEM87A_m42565589,TMEM87A,280,225,332,437
TMEM87A_p42564269,TMEM87A,374,162,968,477
TMEM87A_p42565441,TMEM87A,619,867,1381,1582
TMEM87A_p42565460,TMEM87A,546,341,1628,1455
TMEM87A_p42565543,TMEM87A,328,221,306,1218
TMEM8A_m427774,TMEM8A,542,479,1096,1702
TMEM8A_m427789,TMEM8A,786,255,1319,666
TMEM8A_m427818,TMEM8A,685,519,1764,1606
TMEM8A_m431740,TMEM8A,376,63,336,400
TMEM8A_m431815,TMEM8A,364,275,519,569
TMEM8A_p427777,TMEM8A,753,566,2057,1918
TMEM8A_p427791,TMEM8A,900,799,1712,2226
TMEM8A_p431698,TMEM8A,862,705,2076,1646
TMEM8A_p431704,TMEM8A,1090,562,1119,2031
TMEM8A_p431711,TMEM8A,274,235,764,407
TMF1_m69101125,TMF1,570,339,585,1683
TMF1_m69101140,TMF1,216,251,475,727
TMF1_m69101146,TMF1,473,194,567,953
TMF1_m69101155,TMF1,466,195,266,619
TMF1_m69101161,TMF1,292,233,649,810
TMF1_m69101182,TMF1,258,301,593,831
TMF1_m69101194,TMF1,505,377,994,1407
TMF1_p69101112,TMF1,746,618,1635,2553
TMF1_p69101167,TMF1,531,318,801,1579
TMF1_p69101186,TMF1,282,321,1680,1120
TMPO_m98909761,TMPO,1016,305,1814,1579
TMPO_m98909770,TMPO,544,556,1867,1067
TMPO_m98909833,TMPO,437,524,1284,711
TMPO_m98909844,TMPO,547,552,2261,2240
TMPO_p98909707,TMPO,343,463,807,1022
TMPO_p98909712,TMPO,351,377,1222,1636
TMPO_p98909772,TMPO,145,345,995,936
TMPO_p98909804,TMPO,113,209,438,1420
TMPO_p98909897,TMPO,740,351,1362,1044
TMPO_p98909902,TMPO,331,763,1545,2292
TNFAIP1_m26666563,TNFAIP1,550,398,1420,2283
TNFAIP1_m26666639,TNFAIP1,271,252,1178,455
TNFAIP1_m26666671,TNFAIP1,542,278,854,738
TNFAIP1_m26666683,TNFAIP1,696,372,1319,1463
TNFAIP1_p26666532,TNFAIP1,497,507,772,903
TNFAIP1_p26666588,TNFAIP1,195,729,1313,1468
TNFAIP1_p26666595,TNFAIP1,124,273,1084,381
TNFAIP1_p26666600,TNFAIP1,686,631,1411,1761
TNFAIP1_p26666627,TNFAIP1,492,333,1589,1868
TNFAIP1_p26666656,TNFAIP1,229,236,117,541
TNFRSF1A_m6443000,TNFRSF1A,369,294,617,694
TNFRSF1A_m6443006,TNFRSF1A,179,342,725,482
TNFRSF1A_m6443258,TNFRSF1A,292,461,1937,2453
TNFRSF1A_m6443347,TNFRSF1A,958,505,760,844
TNFRSF1A_m6443390,TNFRSF1A,851,633,1851,996
TNFRSF1A_p6443382,TNFRSF1A,226,388,487,1124
TNFRSF1A_p6450934,TNFRSF1A,636,856,1829,1959
TNFRSF1A_p6450939,TNFRSF1A,1265,754,2649,2330
TNFRSF1A_p6450944,TNFRSF1A,1100,1190,2508,4189
TNFRSF1A_p6450952,TNFRSF1A,1071,955,1939,2064
TNPO1_m72144241,TNPO1,365,229,801,1072
TNPO1_m72144267,TNPO1,977,1107,2765,704
TNPO1_m72144309,TNPO1,351,99,402,483
TNPO1_m72144317,TNPO1,1123,849,1376,674
TNPO1_m72147097,TNPO1,316,76,302,493
TNPO1_m72151670,TNPO1,221,246,567,1452
TNPO1_p72144212,TNPO1,1186,1239,3127,900
TNPO1_p72144229,TNPO1,686,556,1390,303
TNPO1_p72144258,TNPO1,674,603,1131,1026
TNPO1_p72151602,TNPO1,641,151,341,24
TOB2_m41833125,TOB2,720,401,1178,1506
TOB2_m41833130,TOB2,381,596,978,1734
TOB2_m41833169,TOB2,482,468,2232,2007
TOB2_m41833191,TOB2,462,364,1009,1381
TOB2_m41833197,TOB2,621,227,863,1470
TOB2_m41833265,TOB2,311,98,197,518
TOB2_m41833330,TOB2,728,622,2261,1501
TOB2_p41833182,TOB2,593,430,1187,954
TOB2_p41833201,TOB2,598,298,1034,1578
TOB2_p41833286,TOB2,207,279,419,614
TOR1A_m132586282,TOR1A,343,192,728,615
TOR1A_m132586287,TOR1A,494,353,1593,1253
TOR1A_m132586303,TOR1A,736,606,1677,2128
TOR1A_m132586309,TOR1A,414,360,1089,583
TOR1A_m132586315,TOR1A,518,327,1257,741
TOR1A_m132586341,TOR1A,693,383,1211,2989
TOR1A_m132586351,TOR1A,616,490,1014,1074
TOR1A_m132586356,TOR1A,155,402,798,1139
TOR1A_p132586295,TOR1A,187,170,897,975
TOR1A_p132586330,TOR1A,539,271,338,713
TOX3_m52498017,TOX3,394,359,1450,433
TOX3_m52498076,TOX3,152,384,766,720
TOX3_m52502422,TOX3,1364,885,2396,2655
TOX3_m52502452,TOX3,257,177,775,680
TOX3_p52497987,TOX3,824,946,1909,1884
TOX3_p52497997,TOX3,435,179,1352,1858
TOX3_p52498002,TOX3,566,592,965,1256
TOX3_p52498020,TOX3,506,356,821,1065
TOX3_p52498029,TOX3,888,619,2239,1397
TOX3_p52502405,TOX3,1398,1037,2566,3722
TP53INP2_m33296544,TP53INP2,579,372,1054,1578
TP53INP2_m33296551,TP53INP2,662,362,1267,889
TP53INP2_m33296557,TP53INP2,89,125,344,236
TP53INP2_m33296610,TP53INP2,297,454,1285,1245
TP53INP2_m33296616,TP53INP2,488,309,1227,1331
TP53INP2_m33296662,TP53INP2,163,351,1153,553
TP53INP2_m33297102,TP53INP2,390,441,1341,1125
TP53INP2_p33296621,TP53INP2,192,71,138,72
TP53INP2_p33296644,TP53INP2,146,439,912,868
TP53INP2_p33297094,TP53INP2,371,305,467,417
TP53RK_m45317972,TP53RK,975,425,1366,411
TP53RK_m45317977,TP53RK,1180,775,1770,1739
TP53RK_m45318016,TP53RK,638,451,804,637
TP53RK_m45318021,TP53RK,575,514,569,671
TP53RK_m45318028,TP53RK,739,712,649,1011
TP53RK_m45318046,TP53RK,1146,1158,2325,1142
TP53RK_p45317956,TP53RK,457,583,982,349
TP53RK_p45317963,TP53RK,564,377,964,1301
TP53RK_p45317982,TP53RK,463,414,887,444
TP53RK_p45318006,TP53RK,336,149,373,401
TP53_m7578232,TP53,310,321,370,1831
TP53_m7578241,TP53,167,71,501,987
TP53_m7578255,TP53,498,360,851,1645
TP53_m7578372,TP53,127,112,663,652
TP53_m7578410,TP53,957,954,2410,3898
TP53_m7578418,TP53,647,486,1644,2537
TP53_p7578258,TP53,449,543,1358,1663
TP53_p7578376,TP53,576,420,780,1468
TP53_p7578425,TP53,537,445,1806,1913
TP53_p7578431,TP53,445,699,879,2835
TRA2A_m23556041,TRA2A,486,352,429,994
TRA2A_m23556137,TRA2A,749,889,1915,2980
TRA2A_m23561374,TRA2A,454,251,735,582
TRA2A_m23571430,TRA2A,684,794,1465,1596
TRA2A_p23556022,TRA2A,218,192,221,644
TRA2A_p23556030,TRA2A,174,407,761,892
TRA2A_p23556076,TRA2A,748,414,1480,1785
TRA2A_p23556083,TRA2A,509,520,2032,2323
TRA2A_p23561345,TRA2A,316,189,740,931
TRA2A_p23561412,TRA2A,1090,813,2409,2530
TRAF6_m36520184,TRAF6,642,481,1086,1150
TRAF6_m36522804,TRAF6,308,511,1429,991
TRAF6_m36522811,TRAF6,436,376,1174,1648
TRAF6_m36522940,TRAF6,977,1029,1555,1588
TRAF6_m36523004,TRAF6,545,476,988,914
TRAF6_p36522793,TRAF6,313,586,1987,1615
TRAF6_p36522906,TRAF6,125,298,673,403
TRAF6_p36522911,TRAF6,437,519,1335,1635
TRAF6_p36522972,TRAF6,134,31,258,633
TRAF6_p36523008,TRAF6,548,180,968,1441
TRIM16_m15554821,TRIM16,1177,561,913,2894
TRIM16_m15554884,TRIM16,647,474,1006,1440
TRIM16_m15554896,TRIM16,365,453,907,907
TRIM16_m15554904,TRIM16,1089,660,1586,1652
TRIM16_m15554913,TRIM16,604,887,2042,2333
TRIM16_p15554812,TRIM16,228,124,168,544
TRIM16_p15554829,TRIM16,377,352,1228,1185
TRIM16_p15554837,TRIM16,88,107,225,563
TRIM16_p15554870,TRIM16,1564,388,1444,735
TRIM16_p15554876,TRIM16,1311,1370,2784,3383
TRIM23_m64913966,TRIM23,185,31,129,329
TRIM23_m64914071,TRIM23,542,392,1218,1595
TRIM23_m64920040,TRIM23,228,370,1130,1004
TRIM23_m64920048,TRIM23,616,529,1945,1349
TRIM23_m64920053,TRIM23,374,312,1117,1745
TRIM23_m64920069,TRIM23,85,7,77,13
TRIM23_m64920091,TRIM23,748,693,1483,1058
TRIM23_p64913980,TRIM23,474,412,985,1514
TRIM23_p64913985,TRIM23,787,525,1059,726
TRIM23_p64920071,TRIM23,407,161,506,633
TRIP11_m92499537,TRIP11,929,838,1570,2055
TRIP11_m92499580,TRIP11,213,573,1547,1056
TRIP11_m92505892,TRIP11,1073,974,995,616
TRIP11_m92505902,TRIP11,703,410,1110,901
TRIP11_m92506020,TRIP11,174,246,402,656
TRIP11_p92488141,TRIP11,537,215,606,794
TRIP11_p92499566,TRIP11,243,192,500,362
TRIP11_p92505923,TRIP11,92,220,714,441
TRIP11_p92505978,TRIP11,173,176,726,649
TRIP11_p92505986,TRIP11,432,188,1483,882
TRO_m54951443,TRO,370,135,722,624
TRO_m54951464,TRO,367,310,1238,1619
TRO_m54952097,TRO,383,671,841,1195
TRO_p54951473,TRO,1156,843,1700,2227
TRO_p54951479,TRO,270,419,680,885
TRO_p54952068,TRO,477,417,1558,1773
TRO_p54952081,TRO,105,119,374,284
TRO_p54952089,TRO,579,262,690,912
TRO_p54952827,TRO,190,126,798,501
TRO_p54952842,TRO,458,293,819,1720
TRPM7_m50950007,TRPM7,1150,1045,2422,2229
TRPM7_m50955165,TRPM7,1598,1102,2629,2627
TRPM7_m50955176,TRPM7,1286,585,2339,968
TRPM7_m50955206,TRPM7,637,449,963,398
TRPM7_p50949986,TRPM7,667,270,925,764
TRPM7_p50955148,TRPM7,902,507,1488,1978
TRPM7_p50955156,TRPM7,647,772,2819,2796
TRPM7_p50955189,TRPM7,272,316,1124,1104
TRPM7_p50955210,TRPM7,590,396,736,1375
TRPM7_p50955218,TRPM7,419,178,673,919
TSC2_m2098617,TSC2,429,362,844,830
TSC2_m2098623,TSC2,1315,834,1512,1984
TSC2_m2098628,TSC2,307,517,1085,1207
TSC2_m2098700,TSC2,211,306,472,690
TSC2_p2098630,TSC2,1348,624,2617,3089
TSC2_p2098651,TSC2,323,238,530,1098
TSC2_p2098657,TSC2,384,350,874,952
TSC2_p2098668,TSC2,1112,966,2644,2271
TSC2_p2098680,TSC2,506,692,1137,1563
TSC2_p2098690,TSC2,943,777,2021,1626
TSEN15_m184020922,TSEN15,539,331,1331,1270
TSEN15_m184020936,TSEN15,471,266,920,894
TSEN15_m184020993,TSEN15,777,915,2670,3454
TSEN15_m184021004,TSEN15,285,434,1691,1699
TSEN15_p184020925,TSEN15,141,190,448,544
TSEN15_p184020940,TSEN15,117,62,59,147
TSEN15_p184020946,TSEN15,431,178,1007,443
TSEN15_p184020952,TSEN15,118,202,1294,1123
TSEN15_p184020965,TSEN15,321,183,1105,559
TSEN15_p184023493,TSEN15,857,780,1807,1818
TSGA10_m99722093,TSGA10,629,424,923,521
TSGA10_m99725297,TSGA10,217,219,872,810
TSGA10_m99725342,TSGA10,507,452,1141,2047
TSGA10_m99725387,TSGA10,673,571,1466,1086
TSGA10_m99725854,TSGA10,842,569,2157,1248
TSGA10_m99725890,TSGA10,946,714,1928,2239
TSGA10_p99722120,TSGA10,1,174,295,403
TSGA10_p99725288,TSGA10,579,402,805,1054
TSGA10_p99725348,TSGA10,59,74,247,215
TSGA10_p99725846,TSGA10,191,72,439,617
TSHZ3_m31770585,TSHZ3,1228,810,1210,2402
TSHZ3_m31770592,TSHZ3,727,513,1570,1275
TSHZ3_m31770601,TSHZ3,417,102,670,386
TSHZ3_m31770615,TSHZ3,1028,791,2794,1539
TSHZ3_m31770622,TSHZ3,261,344,811,892
TSHZ3_m31770637,TSHZ3,538,485,1261,814
TSHZ3_m31840116,TSHZ3,452,351,443,1064
TSHZ3_p31770604,TSHZ3,507,272,1381,728
TSHZ3_p31770626,TSHZ3,226,177,105,393
TSHZ3_p31840076,TSHZ3,427,519,1071,1113
TSNAX_m231665049,TSNAX,295,474,626,1187
TSNAX_m231665086,TSNAX,765,469,1222,1866
TSNAX_m231665099,TSNAX,782,751,1995,2215
TSNAX_p231664550,TSNAX,525,799,1698,1753
TSNAX_p231664987,TSNAX,164,172,422,695
TSNAX_p231664994,TSNAX,897,632,1080,2246
TSNAX_p231665038,TSNAX,597,601,1635,2106
TSNAX_p231665073,TSNAX,568,525,1847,1397
TSNAX_p231672961,TSNAX,891,609,1507,1733
TSNAX_p231672997,TSNAX,227,308,931,604
TSPYL1_m116600872,TSPYL1,633,592,1523,2070
TSPYL1_m116600891,TSPYL1,1204,790,2341,2041
TSPYL1_m116600978,TSPYL1,703,676,1929,1603
TSPYL1_m116600983,TSPYL1,365,360,977,1030
TSPYL1_m116600988,TSPYL1,814,570,1090,1471
TSPYL1_p116600878,TSPYL1,1059,803,1884,1837
TSPYL1_p116600898,TSPYL1,502,283,1887,1840
TSPYL1_p116600905,TSPYL1,1012,615,2463,2835
TSPYL1_p116600926,TSPYL1,322,728,756,1031
TSPYL1_p116600932,TSPYL1,434,383,1433,1664
TSSK6_m19626154,TSSK6,769,562,1101,1043
TSSK6_m19626163,TSSK6,706,560,1109,960
TSSK6_m19626177,TSSK6,655,464,1672,1021
TSSK6_m19626183,TSSK6,1100,765,2740,2444
TSSK6_m19626195,TSSK6,644,439,1072,934
TSSK6_m19626207,TSSK6,819,776,1618,2000
TSSK6_m19626231,TSSK6,846,634,2377,1727
TSSK6_p19626143,TSSK6,166,249,810,947
TSSK6_p19626169,TSSK6,463,460,1247,1010
TSSK6_p19626215,TSSK6,580,454,1258,1037
TTF2_m117603100,TTF2,628,460,1418,1141
TTF2_m117603116,TTF2,45,0,237,416
TTF2_m117603146,TTF2,1084,683,4079,2066
TTF2_m117605015,TTF2,346,420,1610,1108
TTF2_p117602960,TTF2,649,802,1503,1947
TTF2_p117602974,TTF2,430,494,1669,949
TTF2_p117603090,TTF2,367,163,597,375
TTF2_p117603102,TTF2,1140,749,1661,1824
TTF2_p117603124,TTF2,279,89,317,685
TTF2_p117603148,TTF2,605,173,1172,302
TTK_m80715570,TTK,414,408,1600,1396
TTK_m80715606,TTK,391,241,1132,645
TTK_m80715655,TTK,224,108,297,61
TTK_m80717547,TTK,551,406,1490,1774
TTK_m80717571,TTK,696,257,1927,1470
TTK_p80715550,TTK,536,360,1231,1461
TTK_p80715560,TTK,545,284,792,1715
TTK_p80717538,TTK,441,660,1688,2341
TTK_p80717553,TTK,1613,1323,770,735
TTK_p80717558,TTK,980,1220,1482,2178
TUBB_m30688327,TUBB,571,381,825,540
TUBB_m30690393,TUBB,764,424,586,96
TUBB_m30691374,TUBB,1062,644,73,28
TUBB_m30691519,TUBB,1248,624,228,291
TUBB_p30688298,TUBB,410,551,766,301
TUBB_p30688318,TUBB,724,598,430,123
TUBB_p30690701,TUBB,1122,392,1699,784
TUBB_p30691103,TUBB,405,310,991,1071
TUBB_p30691239,TUBB,500,368,1059,442
TUBB_p30691484,TUBB,401,489,733,28
TUBGCP6_m50682770,TUBGCP6,500,403,509,996
TUBGCP6_m50682794,TUBGCP6,696,434,463,762
TUBGCP6_m50682801,TUBGCP6,376,373,799,647
TUBGCP6_m50682851,TUBGCP6,750,621,1753,1533
TUBGCP6_p50682779,TUBGCP6,398,205,1154,678
TUBGCP6_p50682810,TUBGCP6,1181,838,1320,1145
TUBGCP6_p50682817,TUBGCP6,279,306,682,445
TUBGCP6_p50682824,TUBGCP6,533,562,1542,1301
TUBGCP6_p50682836,TUBGCP6,937,534,952,1680
TUBGCP6_p50682861,TUBGCP6,491,656,1774,1654
TXLNG_m16804659,TXLNG,20,46,336,275
TXLNG_m16804702,TXLNG,482,549,817,1232
TXLNG_m16846257,TXLNG,537,548,3879,1841
TXLNG_m16846274,TXLNG,163,364,1248,982
TXLNG_p16804599,TXLNG,989,658,1265,2238
TXLNG_p16804606,TXLNG,514,309,2097,1315
TXLNG_p16804617,TXLNG,1105,645,2267,2141
